name,cateId,area,des,coverUrl,isfinsh
一闪一闪亮晶晶,1,日本漫画,"提督阵亡了，他死前希望雪风活下去,可是……",http://imgs.juheapi.com/comic_xin/5559b86938f275fd560ad685.jpg,1
养育幼虫,1,日本漫画,"养育幼虫漫画 ，就算是青虫，只要长得可爱就没问题欢迎在新动漫漫画网观看养育幼虫漫画",http://imgs.juheapi.com/comic_xin/5559b86a38f275fd560ad7e1.jpg,1
SOLDIER BLUE,1,日本漫画,"SOLDIER BLUE漫画 ，强袭魔女同人欢迎在新动漫漫画网观看SOLDIER BLUE漫画",http://imgs.juheapi.com/comic_xin/5559b86a38f275fd560ad7f5.jpg,1
喵喵大合唱,1,日本漫画,"喵喵大合唱漫画 ，流浪猫成为家猫的故事欢迎在新动漫漫画网观看喵喵大合唱漫画",http://imgs.juheapi.com/comic_xin/5559b86a38f275fd560ad7f6.jpg,1
节分大会代役,1,日本漫画,"节分大会代役漫画 ，为了游戏机，什么都可以！欢迎在新动漫漫画网观看节分大会代役漫画",http://imgs.juheapi.com/comic_xin/5559b86a38f275fd560ad7fa.jpg,1
人体模型在脸红,1,日本漫画,"人体模型在脸红漫画 ，打工的职业是穿着女装的人体模型。欢迎在新动漫漫画网观看人体模型在脸红漫画",http://imgs.juheapi.com/comic_xin/5559b86a38f275fd560ad800.jpg,1
渚的声音,1,日本漫画,"渚的声音漫画 ，只要三人在一起的话……欢迎在新动漫漫画网观看渚的声音漫画",http://imgs.juheapi.com/comic_xin/5559b86a38f275fd560ad80f.jpg,1
王子和仆人小姐,1,日本漫画,"王子和仆人小姐漫画 ，呆萌王子与操心女仆的日本校园故事欢迎在新动漫漫画网观看王子和仆人小姐漫画",http://imgs.juheapi.com/comic_xin/5559b86a38f275fd560ad80a.jpg,1
舰战姬百合,1,日本漫画,"舰战姬百合漫画 ，冬日的舰娘故事欢迎在新动漫漫画网观看舰战姬百合漫画",http://imgs.juheapi.com/comic_xin/5559b86a38f275fd560ad80e.jpg,1
Flat Blood,1,日本漫画,"Flat Blood漫画 ，学校是个鱼缸，而我有时会缺氧……欢迎在新动漫漫画网观看Flat Blood漫画",http://imgs.juheapi.com/comic_xin/5559b86a38f275fd560ad814.jpg,1
异形:救赎,1,欧美漫画,"异形：救赎漫画 ，我知道你能看见我，天主……我祈祷你能原谅我的罪孽，因为我有罪，我做了可怕的事。可怕的事。欢迎在新动漫漫画网观看异形：救赎漫画",http://imgs.juheapi.com/comic_xin/5559b86a38f275fd560ad824.jpg,1
